"Collection Name","Title#1","Title#1$1","Title#1$4","Title#1$5","Title#1$2","Title#1$3","Title#1$6","Uniform Title#1","Other Title#1","Other Title#1$4","Other Title#1$5","Other Title#1$2","Other Title#1$3","Other Title#1$1","Other Title#1$8","Other Title#1$6","Other Title#1$7","Series Title#1","Composer#1","Composer#1$1","Composer#1$2","Lyricist#1","Arranger#1","Arranger#1$2","Arranger#1$1","Contributor#1","Contributor#1$1","Contributor#1$2","Contributor#1$5","Contributor#1$6","Contributor#1$3","Contributor#1$4","Type of Resource#1","Place Term#1","Place Term#1$1","Place Term#1$2","Publisher#1","Publisher#1$1","Publisher#1$2","Date Issued#1","Edition#1","Language Term#1","Language Term Code#1","Language Term Code Authority#1","Language Term Type#1","Form#1$1","Form#1$2","Form#1","Form Authority#1","Form Authority#1$1","Form Authority#1$2","Internet Media Type#1","Extent#1","Extent#1$6","Extent#1$4","Extent#1$5","Extent#1$2","Extent#1$3","Extent#1$1","Digital Origin#1","Note#1","Subject Topic#1","Subject Topic#1$3","Subject Topic#1$2","Subject Topic#1$1","Subject Geographic#1","Subject Name#1","Plate Number#1","Plate Number#1$1","Plate Number#1$2","Plate Number#1$5","Plate Number#1$6","Plate Number#1$3","Plate Number#1$4","Plate Number#1$9","Plate Number#1$7","Plate Number#1$8","Plate Number#1$10","Plate Number#1$11","Plate Number#1$12","Publisher Number#1","Identifier#1$5","Identifier#1$6","Identifier#1$7","Identifier#1$8","Identifier#1$9","Identifier#1$1","Identifier#1$2","Identifier#1$3","Identifier#1$4","Identifier#1","Identifier URI#1","Bib Number#1","Shelf Identifier#1","Physical Location#1","Rights#1","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"Ricardo Viñes Piano Music","Berceuse pour piano, [op. 12]","","","","","","","Berceuse, piano, op. 12","","","","","","","","","","","Castéra, René de, 1873-1955","","","","","","","","","","","","","","notated music","Paris","","","Edition Mutuelle","","","©1910","","No linguistic content","zxx","iso639-2b","text","","","printed materials (object genre)","AAT","","","application/pdf","3 unnumbered pages","","","","","","","reformatted digital","","Piano music","","","","","","E.3133M Edition Mutuelle","","","","","","","","","","","","","","","","","","","","","","","musc_vines_berceuseCastera.pdf","Catalog record: http://libraries.colorado.edu/record=b2145574~S3","b21455740","M25.C386 B4","Special Collections, Archives & Preservation, University of Colorado Boulder","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","2881","4623","musc_vines_berceuseCastera.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~2881~148798"
"Ricardo Viñes Piano Music","Berceuse pour piano, op. 8","","","","","","","Berceuses, piano, op. 8","","","","","","","","","","","Vītols, Jāzeps, 1863-1948","","","","","","","","","","","","","","notated music","Leipzig","","","M.P. Belaieff","","","1892","","","","","","","","printed materials (object genre)","AAT","","","application/pdf","3 pages of music","","","","","","","reformatted digital","","Piano music","","","","","","525 M.P. Belaieff","","","","","","","","","","","","","","","","","","","","","","","musc_vines_U183001774343.pdf","Catalog record: http://libraries.colorado.edu/record=b3779651~S3","b37796513","M25.V69 B4 1892","Special Collections, Archives & Preservation, University of Colorado Boulder","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3590","4623","musc_vines_U183001774343.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~3590~148139"
"Ricardo Viñes Piano Music","Berceuse pour un enfant malade","","","","","","","Pièces, piano. Berceuse pour un enfant malade","","","","","","","","","","","Lwowsky, Cécilia","","","","","","","","","","","","","","notated music","Paris","","","Max Eschig","","","©1926","","","","","","","","printed materials (object genre)","AAT","","","application/pdf","3 pages of music","","","","","","","reformatted digital","","Piano music","","","","","","M. E. 1698 Max Eschig","","","","","","","","","","","","","","","","","","","","","","","musc_vines_U183002065763.pdf","Catalog record: http://libraries.colorado.edu/record=b3391606~S3","b33916068","M25.L98 P5","Special Collections, Archives & Preservation, University of Colorado Boulder","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3404","4623","musc_vines_U183002065763.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~3404~147859"
"Ricardo Viñes Piano Music","Berceuse á Louisa","","","","","","","Monde Musical","","","","","","","","","","","Dupin, Paul, 1865-1949","","","","","","","","","","","","","","notated music","Paris","","","E. Demets","","","1909","","No linguistic content","zxx","iso639-2b","text","","","printed materials (object genre)","AAT","","","application/pdf","4 pages of music","","","","","","","reformatted digital","""Supplément au Monde Musical du 30 Janvier 1909""--Caption.","Piano music","","","","","","M.M.22 E. Demets","","","","","","","","","","","","","","","","","","","","","","","musc_vines_U183001060207.pdf","Catalog record: http://libraries.colorado.edu/record=b2699287~S3","b26992875","M25.D85 B4","Special Collections, Archives & Preservation, University of Colorado Boulder","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3331","4623","musc_vines_U183001060207.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~3331~148646"
"Ricardo Viñes Piano Music","Berceuse: piano","","","","","","","Berceuse, piano","","","","","","","","","","","Stenger, Charles","","","","","","","","","","","","","","notated music","","[Paris]","Paris","","[Publisher not identified]","Georges Fortin [distributor]","[between 1900 and 1999]","","","","","","","","printed materials (object genre)","AAT","","","application/pdf","4 pages of music","","","","","","","reformatted digital","Cover title.","Piano music","","","","","","Ch 4 S","","","","","","","","","","","","","","","","","","","","","","","musc_vines_U183001772731.pdf","Catalog record: http://libraries.colorado.edu/record=b3477276~S3","b34772765","M25.S738 B4","Special Collections, Archives & Preservation, University of Colorado Boulder","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3544","4623","musc_vines_U183001772731.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~3544~188745"
"Ricardo Viñes Piano Music","Berceuse: pièce pour piano","","","","","","","Berceuse, piano","Pièce pour piano","","","","","","","","","","Durel, Jacques","","","","","","","","","","","","","","notated music","Paris","","","Mélodies Nouvelles","","","©1920","","No linguistic content","zxx","iso639-2b","text","","","printed materials (object genre)","AAT","","","application/pdf","3 pages of music","","","","","","","reformatted digital","","Piano music","","","","","","","","","","","","","","","","","","","","","","","","","","","","","musc_vines_U183001060126.pdf","Catalog record: http://libraries.colorado.edu/record=b2699277~S3","b26992772","M25.D9 B4","Special Collections, Archives & Preservation, University of Colorado Boulder","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3326","4623","musc_vines_U183001060126.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~3326~148658"
"Ricardo Viñes Piano Music","Berceuses pour clavecin","","","","","","","","","","","","","","","","","","Roesgen-Champion, Marguerite, 1894-1976","","","","","","","","","","","","","","notated music","Paris","","","M. Senart","","","1929 printing","","No linguistic content","zxx","iso639-2b","text","","","printed materials (object genre)","AAT","","","application/pdf","8 pages of music","","","","","","","reformatted digital","","Piano music","","","","","","E.M.S. 7828 M. Senart","","","","","","","","","","","","","","","","","","","","","","","musc_vines_U183001059345.pdf","Catalog record: http://libraries.colorado.edu/record=b2688493~S3","b26884938","M25.C525 B4","Special Collections, Archives & Preservation, University of Colorado Boulder","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3238","4623","musc_vines_U183001059345.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~3238~148702"
"Ricardo Viñes Piano Music","Bon odori: (Nocturnal dance of the Bon festival) Piano solo","","","","","","","","Nocturnal dance of the Bon festival","","","","","","","","","Collection Alexandre Tcherepnine, 26","Ifukube, Akira, 1914-2006","","","","","","","","","","","","","","notated music","","Tokyo","New York","Ryuginsha, G. Schirmer","","","©1936","","No linguistic content","zxx","iso639-2b","text","","","printed materials (object genre)","AAT","","","application/pdf","7 pages","","","","","","","reformatted digital","Title and composer's name also in Japanese and Russian on title page. First movement of a suite completed by the composers Tanabata, Nagashi, and Nebuta.","Piano music","","","","Music--Japan","","A26 T Ryuginsha","","","","","","","","","","","","","","","","","","","","","","","musc_vines_ifukubeOdori.pdf","Catalog record: http://libraries.colorado.edu/record=b2222239~S3","b2222239x","M24.I27 B6","Special Collections, Archives & Preservation, University of Colorado Boulder","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","2891","4623","musc_vines_ifukubeOdori.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~2891~148448"
"Ricardo Viñes Piano Music","Brésilienne","","","","","","","Brésilienne; arranged","","","","","","","","","","","Godard, Benjamin, 1849-1895","","","","","","","","","","","","","","notated music","[Paris?]","","","Grus","","","[between 1880 and 1889?]","","No linguistic content","zxx","iso639-2b","text","","","printed materials (object genre)","AAT","","","application/pdf","6 pages of music","","","","","","","reformatted digital","For piano; arranged from his op. 51, number 1 for orchestra. Caption title.","Piano music, Arranged","","","","","","","","","","","","","","","","","","","","","","","","","","","","","musc_vines_U183002062294.pdf","Catalog record: http://libraries.colorado.edu/record=b2663376~S3","b26633760","M25 .G62","Special Collections, Archives & Preservation, University of Colorado Boulder","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3087","4623","musc_vines_U183002062294.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~3087~148011"
"Ricardo Viñes Piano Music","Bucolques","","","","","","","","","","","","","","","","","","Perrin, Edouard","","","","","","","","","","","","","","notated music","Paris","","","Justin Robert","","","©1910","","","","","","","","printed materials (object genre)","AAT","","","application/pdf","27 pages of music","","","","","","","reformatted digital","Suite for piano.","Suites (Piano)","","","","","","J.R. 224 Justin Robert","","","","","","","","","","","","","","","","","","","","","","","musc_vines_perrinBucoliques.pdf","Catalog record: http://libraries.colorado.edu/record=b3472162~S3","b34721629","M24.P46 B8","Special Collections, Archives & Preservation, University of Colorado Boulder","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3518","4623","musc_vines_perrinBucoliques.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~3518~148380"
"Ricardo Viñes Piano Music","Burlesque pour piano","","","","","","","","","","","","","","","","","","Grovlez, Gabriel, 1879-1944","","","","","","","","","","","","","","notated music","Paris","","","Louis Rouhier","","","[1901?]","","No linguistic content","zxx","iso639-2b","text","","","printed materials (object genre)","AAT","","","application/pdf","9 pages of music","","","","","","","reformatted digital","","Piano music","","","","","","L. R. 81 Louis Rouhier","","","","","","","","","","","","","","","","","","","","","","","musc_vines_U183002062888.pdf","Catalog record: http://libraries.colorado.edu/record=b2670855~S3","b26708553","M25.G77 B8","Special Collections, Archives & Preservation, University of Colorado Boulder","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3114","4623","musc_vines_U183002062888.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~3114~147975"
